sentence_id,text,entity,label,start,end
323,The NCB 's official monthly trade statistics are lagging behind due to changes in customs procedures when Finland joined the European Union at the start of 1995 .,European Union,PERSON,125,139
324,-- Helsinki Newsroom +358 - 0 - 680 50 245,Helsinki Newsroom,PERSON,3,20
328,The Finance Ministry raised the price for tap sales of the Dutch government 's new 5.75 percent bond due September 2002 to 99.95 from 99.90 .,The Finance,PERSON,0,11
335,Germany 's Agriculture Ministry suggested on Wednesday that consumers avoid eating meat from British sheep until scientists determine whether mad cow disease can be transmitted to the animals .,Germany,GPE,0,7
335,Germany 's Agriculture Ministry suggested on Wednesday that consumers avoid eating meat from British sheep until scientists determine whether mad cow disease can be transmitted to the animals .,Agriculture Ministry,PERSON,11,31
336,""" Until this is cleared up by the European Union 's scientific panels -- and we have asked this to be done as quickly as possible -- ( consumers ) should if at all possible give preference to sheepmeat from other countries , "" ministry official Werner Zwingmann told ZDF television .",European Union,ORG,34,48
336,""" Until this is cleared up by the European Union 's scientific panels -- and we have asked this to be done as quickly as possible -- ( consumers ) should if at all possible give preference to sheepmeat from other countries , "" ministry official Werner Zwingmann told ZDF television .",Werner Zwingmann,PERSON,245,261
339,"Bonn has led efforts to ensure consumer protection tops the list of priorities in dealing with the mad cow crisis , which erupted in March when Britain acknowledged humans could contract a similar illness by eating contaminated beef .",Britain,GPE,144,151
340,The European Commission agreed this month to rethink a proposal to ban the use of suspect sheep tissue after some EU veterinary experts questioned whether it was justified .,The European,PERSON,0,12
341,"EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .",Farm Commissioner,PERSON,3,20
341,"EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .",Franz Fischler,PERSON,21,35
341,"EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .",Britain,GPE,154,161
341,"EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .",France,GPE,166,172
341,"EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .",Bovine Spongiform,PERSON,227,244
346,"ZDF said Germany imported 47,600 sheep from Britain last year , nearly half of total imports .",Germany,GPE,9,16
346,"ZDF said Germany imported 47,600 sheep from Britain last year , nearly half of total imports .",Britain,GPE,44,51
349,EU leaders agreed at a summit in June to a progressive lifting of the ban as Britain takes parallel measures to eradicate the disease .,Britain,GPE,77,84
354,million NEC World Series of Golf after the first round,World Series,PERSON,12,24
355,"Thursday at the 7,149 yard , par 70 Firestone C.C course",Firestone C.C,PERSON,36,49
357,"66 Paul Goydos , Billy Mayfair , Hidemichi Tanaka ( Japan )",Paul Goydos,PERSON,3,14
357,"66 Paul Goydos , Billy Mayfair , Hidemichi Tanaka ( Japan )",Billy Mayfair,PERSON,17,30
357,"66 Paul Goydos , Billy Mayfair , Hidemichi Tanaka ( Japan )",Hidemichi Tanaka,PERSON,33,49
358,68 Steve Stricker,Steve Stricker,PERSON,3,17
359,"69 Justin Leonard , Mark Brooks",Justin Leonard,PERSON,3,17
359,"69 Justin Leonard , Mark Brooks",Mark Brooks,PERSON,20,31
360,"70 Tim Herron , Duffy Waldorf , Davis Love , Anders Forsbrand",Tim Herron,PERSON,3,13
360,"70 Tim Herron , Duffy Waldorf , Davis Love , Anders Forsbrand",Duffy Waldorf,PERSON,16,29
360,"70 Tim Herron , Duffy Waldorf , Davis Love , Anders Forsbrand",Davis Love,PERSON,32,42
360,"70 Tim Herron , Duffy Waldorf , Davis Love , Anders Forsbrand",Anders Forsbrand,PERSON,45,61
361,"( Sweden ) , Nick Faldo ( Britain ) , John Cook , Steve Jones , Phil",Nick Faldo,PERSON,13,23
361,"( Sweden ) , Nick Faldo ( Britain ) , John Cook , Steve Jones , Phil",Britain,GPE,26,33
361,"( Sweden ) , Nick Faldo ( Britain ) , John Cook , Steve Jones , Phil",John Cook,PERSON,38,47
361,"( Sweden ) , Nick Faldo ( Britain ) , John Cook , Steve Jones , Phil",Steve Jones,PERSON,50,61
362,"Mickelson , Greg Norman ( Australia )",Greg Norman,PERSON,12,23
363,"71 Ernie Els ( South Africa ) , Scott Hoch",Ernie Els,PERSON,3,12
363,"71 Ernie Els ( South Africa ) , Scott Hoch",South Africa,PERSON,15,27
363,"71 Ernie Els ( South Africa ) , Scott Hoch",Scott Hoch,PERSON,32,42
364,"72 Clarence Rose , Loren Roberts , Fred Funk , Sven Struver",Clarence Rose,PERSON,3,16
364,"72 Clarence Rose , Loren Roberts , Fred Funk , Sven Struver",Loren Roberts,PERSON,19,32
364,"72 Clarence Rose , Loren Roberts , Fred Funk , Sven Struver",Fred Funk,PERSON,35,44
364,"72 Clarence Rose , Loren Roberts , Fred Funk , Sven Struver",Sven Struver,PERSON,47,59
365,"( Germany ) , Alexander Cejka ( Germany ) , Hal Sutton , Tom Lehman",Germany,GPE,2,9
365,"( Germany ) , Alexander Cejka ( Germany ) , Hal Sutton , Tom Lehman",Alexander Cejka,PERSON,14,29
365,"( Germany ) , Alexander Cejka ( Germany ) , Hal Sutton , Tom Lehman",Germany,GPE,32,39
365,"( Germany ) , Alexander Cejka ( Germany ) , Hal Sutton , Tom Lehman",Hal Sutton,PERSON,44,54
365,"( Germany ) , Alexander Cejka ( Germany ) , Hal Sutton , Tom Lehman",Tom Lehman,PERSON,57,67
366,"73 D.A. Weibring , Brad Bryant , Craig Parry ( Australia ) ,",D.A. Weibring,PERSON,3,16
366,"73 D.A. Weibring , Brad Bryant , Craig Parry ( Australia ) ,",Brad Bryant,PERSON,19,30
366,"73 D.A. Weibring , Brad Bryant , Craig Parry ( Australia ) ,",Craig Parry,PERSON,33,44
367,"Stewart Ginn ( Australia ) , Corey Pavin , Craig Stadler , Mark",Stewart Ginn,PERSON,0,12
367,"Stewart Ginn ( Australia ) , Corey Pavin , Craig Stadler , Mark",Corey Pavin,PERSON,29,40
367,"Stewart Ginn ( Australia ) , Corey Pavin , Craig Stadler , Mark",Craig Stadler,PERSON,43,56
368,"O'Meara , Fred Couples",Fred Couples,PERSON,10,22
369,"74 Paul Stankowski , Costantino Rocca ( Italy )",Paul Stankowski,PERSON,3,18
369,"74 Paul Stankowski , Costantino Rocca ( Italy )",Costantino Rocca,PERSON,21,37
370,"75 Jim Furyk , Satoshi Higashi ( Japan ) , Willie Wood , Shigeki",Jim Furyk,PERSON,3,12
370,"75 Jim Furyk , Satoshi Higashi ( Japan ) , Willie Wood , Shigeki",Satoshi Higashi,PERSON,15,30
370,"75 Jim Furyk , Satoshi Higashi ( Japan ) , Willie Wood , Shigeki",Willie Wood,PERSON,43,54
373,"77 Wayne Westner ( South Africa ) , Steve Schneiter",Wayne Westner,PERSON,3,16
373,"77 Wayne Westner ( South Africa ) , Steve Schneiter",South Africa,PERSON,19,31
373,"77 Wayne Westner ( South Africa ) , Steve Schneiter",Steve Schneiter,PERSON,36,51
374,79 Tom Watson,Tom Watson,PERSON,3,13
375,81 Seiki Okuda ( Japan ),Seiki Okuda,PERSON,3,14
379,"Gloria Bistrita ( Romania ) beat 2-1 ( halftime 1-1 ) F.C. Valletta ( Malta ) in their Cup winners Cup match , second leg of the preliminary round , on Thursday .",Gloria Bistrita,PERSON,0,15
379,"Gloria Bistrita ( Romania ) beat 2-1 ( halftime 1-1 ) F.C. Valletta ( Malta ) in their Cup winners Cup match , second leg of the preliminary round , on Thursday .",F.C. Valletta,PERSON,54,67
381,"Gloria Bistrita - Ilie Lazar ( 32nd ) , Eugen Voica ( 84th )",Gloria Bistrita,PERSON,0,15
381,"Gloria Bistrita - Ilie Lazar ( 32nd ) , Eugen Voica ( 84th )",Ilie Lazar,PERSON,18,28
381,"Gloria Bistrita - Ilie Lazar ( 32nd ) , Eugen Voica ( 84th )",Eugen Voica,PERSON,40,51
382,F.C. La Valletta - Gilbert Agius ( 24th ),F.C. La,PERSON,0,7
382,F.C. La Valletta - Gilbert Agius ( 24th ),Gilbert Agius,PERSON,19,32
384,Gloria Bistrita won 4-2 on aggregate and qualified for the first round of the Cup winners Cup .,Gloria Bistrita,PERSON,0,15
389,"Sir Mark Prescott landed his first group one victory in 25 years as a trainer when his top sprinter Pivotal , a 100-30 chance , won the Nunthorpe Stakes on Thursday .",Sir Mark,PERSON,0,8
389,"Sir Mark Prescott landed his first group one victory in 25 years as a trainer when his top sprinter Pivotal , a 100-30 chance , won the Nunthorpe Stakes on Thursday .",Nunthorpe Stakes,PERSON,136,152
390,"The three-year-old , partnered by veteran George Duffield , snatched a short head verdict in the last stride to deny Eveningperformance ( 16-1 ) , trained by Henry Candy and ridden by Chris Rutter .",George Duffield,PERSON,42,57
390,"The three-year-old , partnered by veteran George Duffield , snatched a short head verdict in the last stride to deny Eveningperformance ( 16-1 ) , trained by Henry Candy and ridden by Chris Rutter .",Henry Candy,PERSON,158,169
390,"The three-year-old , partnered by veteran George Duffield , snatched a short head verdict in the last stride to deny Eveningperformance ( 16-1 ) , trained by Henry Candy and ridden by Chris Rutter .",Chris Rutter,PERSON,184,196
391,"Hever Golf Rose ( 11-4 ) , last year 's Prix de l ' Abbaye winner at Longchamp , finished third , a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth .",Hever Golf,PERSON,0,10
391,"Hever Golf Rose ( 11-4 ) , last year 's Prix de l ' Abbaye winner at Longchamp , finished third , a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth .",Mind Games,PERSON,162,172
392,"Pivotal , a Royal Ascot winner in June , may now be aimed at this season 's Abbaye , Europe 's top sprint race .",Royal Ascot,PERSON,12,23
394,"He added : "" It 's very sad to beat Henry Candy because I am godfather to his daughter . """,Henry Candy,PERSON,36,47
395,"Like Prescott , Jack Berry , trainer of Mind Games , had gone into Thursday 's race in search of a first group one success after many years around the top of his profession .",Like Prescott,PERSON,0,13
395,"Like Prescott , Jack Berry , trainer of Mind Games , had gone into Thursday 's race in search of a first group one success after many years around the top of his profession .",Jack Berry,PERSON,16,26
395,"Like Prescott , Jack Berry , trainer of Mind Games , had gone into Thursday 's race in search of a first group one success after many years around the top of his profession .",Mind Games,PERSON,40,50
397,"He ( Mind Games ) was going as well as any of them one and a half furlongs ( 300 metres ) out but he just did n't quicken . """,Mind Games,PERSON,5,15
401,"Result of the Nunthorpe Stakes , a group one race for two-year-olds and upwards , run over five furlongs ( 1 km ) on Thursday :",Nunthorpe Stakes,PERSON,14,30
402,1. Pivotal 100-30 ( ridden by George Duffield ),George Duffield,PERSON,30,45
403,2. Eveningperformance 16-1 ( Chris Rutter ),Chris Rutter,PERSON,29,41
404,3. Hever Golf Rose 11-4 ( Jason Weaver ),Hever Golf,PERSON,3,13
404,3. Hever Golf Rose 11-4 ( Jason Weaver ),Jason Weaver,PERSON,26,38
406,Favourite : Mind Games ( 7-4 ) finished 4th,Mind Games,PERSON,12,22
408,Winner owned by the Cheveley Park Stud and trained by Sir,Cheveley Park,PERSON,20,33
409,Mark Prescott at Newmarket .,Mark Prescott,PERSON,0,13
415,"$ 450,000 Toshiba Classic tennis tournament on Wednesday",Toshiba Classic,PERSON,10,25
418,1 - Arantxa Sanchez Vicario ( Spain ) beat Naoko Kijimuta ( Japan ),Arantxa Sanchez,PERSON,4,19
418,1 - Arantxa Sanchez Vicario ( Spain ) beat Naoko Kijimuta ( Japan ),Naoko Kijimuta,PERSON,43,57
420,4 - Kimiko Date ( Japan ) beat Yone Kamio ( Japan ) 6-2 7-5,Kimiko Date,PERSON,4,15
420,4 - Kimiko Date ( Japan ) beat Yone Kamio ( Japan ) 6-2 7-5,Yone Kamio,PERSON,31,41
421,Sandrine Testud ( France ) beat 7 - Ai Sugiyama ( Japan ) 6-3 4-6,Sandrine Testud,PERSON,0,15
421,Sandrine Testud ( France ) beat 7 - Ai Sugiyama ( Japan ) 6-3 4-6,France,GPE,18,24
421,Sandrine Testud ( France ) beat 7 - Ai Sugiyama ( Japan ) 6-3 4-6,Ai Sugiyama,PERSON,36,47
423,8 - Nathalie Tauziat ( France ) beat Shi-Ting Wang ( Taiwan ) 6-4,Nathalie Tauziat,PERSON,4,20
423,8 - Nathalie Tauziat ( France ) beat Shi-Ting Wang ( Taiwan ) 6-4,France,GPE,23,29
423,8 - Nathalie Tauziat ( France ) beat Shi-Ting Wang ( Taiwan ) 6-4,Ting Wang,PERSON,41,50
427,"COMMACK , New York 1996-08-21",New York,PERSON,10,18
429,Waldbaum Hamlet Cup tennis tournament on Wednesday ( prefix,Waldbaum Hamlet,PERSON,0,15
432,1 - Michael Chang ( U.S. ) beat Sergi Bruguera ( Spain ) 6-3 6-2,Michael Chang,PERSON,4,17
432,1 - Michael Chang ( U.S. ) beat Sergi Bruguera ( Spain ) 6-3 6-2,Sergi Bruguera,PERSON,32,46
433,Michael Joyce ( U.S. ) beat 3 - Richey Reneberg ( U.S. ) 3-6 6-4,Michael Joyce,PERSON,0,13
433,Michael Joyce ( U.S. ) beat 3 - Richey Reneberg ( U.S. ) 3-6 6-4,Richey Reneberg,PERSON,32,47
435,Martin Damm ( Czech Republic ) beat 6 - Younes El Aynaoui,Martin Damm,PERSON,0,11
435,Martin Damm ( Czech Republic ) beat 6 - Younes El Aynaoui,Czech Republic,PERSON,14,28
435,Martin Damm ( Czech Republic ) beat 6 - Younes El Aynaoui,Younes El,PERSON,40,49
437,Karol Kucera ( Slovakia ) beat Hicham Arazi ( Morocco ) 7-6 ( 7-4 ),Karol Kucera,PERSON,0,12
437,Karol Kucera ( Slovakia ) beat Hicham Arazi ( Morocco ) 7-6 ( 7-4 ),Hicham Arazi,PERSON,31,43
442,"Kenny Dalglish spoke on Thursday of his sadness at leaving Blackburn , the club he led to the English premier league title in 1994-95 .",Kenny Dalglish,PERSON,0,14
454,English County Championship cricket matches on Thursday :,English County,PERSON,0,14
456,"At Weston-super-Mare : Durham 326 ( D. Cox 95 not out ,",At Weston,PERSON,0,9
456,"At Weston-super-Mare : Durham 326 ( D. Cox 95 not out ,",D. Cox,PERSON,36,42
457,S. Campbell 69 ; G. Rose 7-73 ) .,S. Campbell,PERSON,0,11
457,S. Campbell 69 ; G. Rose 7-73 ) .,G. Rose,PERSON,17,24
458,Somerset 236-4 ( M. Lathwell 85 ) .,M. Lathwell,PERSON,17,28
460,"At Colchester : Gloucestershire 280 ( J. Russell 63 , A. Symonds",At Colchester,PERSON,0,13
460,"At Colchester : Gloucestershire 280 ( J. Russell 63 , A. Symonds",J. Russell,PERSON,38,48
460,"At Colchester : Gloucestershire 280 ( J. Russell 63 , A. Symonds",A. Symonds,PERSON,54,64
461,52 ; A. Cowan 5-68 ) .,A. Cowan,PERSON,5,13
463,"At Cardiff : Kent 128-1 ( M. Walker 59 , D. Fulton 53 not out ) v",At Cardiff,PERSON,0,10
463,"At Cardiff : Kent 128-1 ( M. Walker 59 , D. Fulton 53 not out ) v",M. Walker,PERSON,26,35
463,"At Cardiff : Kent 128-1 ( M. Walker 59 , D. Fulton 53 not out ) v",D. Fulton,PERSON,41,50
465,"At Leicester : Leicestershire 343-8 ( P. Simmons 108 , P. Nixon",At Leicester,PERSON,0,12
465,"At Leicester : Leicestershire 343-8 ( P. Simmons 108 , P. Nixon",P. Simmons,PERSON,38,48
465,"At Leicester : Leicestershire 343-8 ( P. Simmons 108 , P. Nixon",P. Nixon,PERSON,55,63
467,"At Northampton : Sussex 368-7 ( N. Lenham 145 , V. Drakes 59 not",At Northampton,PERSON,0,14
467,"At Northampton : Sussex 368-7 ( N. Lenham 145 , V. Drakes 59 not",N. Lenham,PERSON,32,41
467,"At Northampton : Sussex 368-7 ( N. Lenham 145 , V. Drakes 59 not",V. Drakes,PERSON,48,57
468,"out , A. Wells 51 ) v Northamptonshire .",A. Wells,PERSON,6,14
469,At Trent Bridge : Nottinghamshire 392-6 ( G. Archer 143 not,At Trent,PERSON,0,8
469,At Trent Bridge : Nottinghamshire 392-6 ( G. Archer 143 not,G. Archer,PERSON,42,51
470,"out , M. Dowman 107 ) v Surrey .",M. Dowman,PERSON,6,15
471,"At Worcester : Warwickshire 255-9 ( A. Giles 57 not out , W. Khan",At Worcester,PERSON,0,12
471,"At Worcester : Warwickshire 255-9 ( A. Giles 57 not out , W. Khan",A. Giles,PERSON,36,44
471,"At Worcester : Warwickshire 255-9 ( A. Giles 57 not out , W. Khan",W. Khan,PERSON,58,65
473,"At Headingley : Yorkshire 305-5 ( C. White 66 not out , M. Moxon",At Headingley,PERSON,0,13
473,"At Headingley : Yorkshire 305-5 ( C. White 66 not out , M. Moxon",C. White,PERSON,34,42
473,"At Headingley : Yorkshire 305-5 ( C. White 66 not out , M. Moxon",M. Moxon,PERSON,56,64
474,"66 , M. Vaughan 57 ) v Lancashire .",M. Vaughan,PERSON,5,15
479,third and final test between England and Pakistan at The Oval on,The Oval,PERSON,53,61
482,M. Atherton b Waqar Younis 31,M. Atherton,PERSON,0,11
482,M. Atherton b Waqar Younis 31,Waqar Younis,PERSON,14,26
483,A. Stewart b Mushtaq Ahmed 44,A. Stewart,PERSON,0,10
483,A. Stewart b Mushtaq Ahmed 44,Mushtaq Ahmed,PERSON,13,26
484,N. Hussain c Saeed Anwar b Waqar Younis 12,N. Hussain,PERSON,0,10
484,N. Hussain c Saeed Anwar b Waqar Younis 12,Saeed Anwar,PERSON,13,24
484,N. Hussain c Saeed Anwar b Waqar Younis 12,Waqar Younis,PERSON,27,39
485,G. Thorpe lbw b Mohammad Akram 54,G. Thorpe,PERSON,0,9
485,G. Thorpe lbw b Mohammad Akram 54,Mohammad Akram,PERSON,16,30
486,J. Crawley not out 94,J. Crawley,PERSON,0,10
487,N. Knight b Mushtaq Ahmed 17,N. Knight,PERSON,0,9
487,N. Knight b Mushtaq Ahmed 17,Mushtaq Ahmed,PERSON,12,25
488,C. Lewis b Wasim Akram 5,C. Lewis,PERSON,0,8
488,C. Lewis b Wasim Akram 5,Wasim Akram,PERSON,11,22
489,I. Salisbury not out 1,I. Salisbury,PERSON,0,12
493,"To bat : R. Croft , D. Cork , A. Mullally",R. Croft,PERSON,9,17
493,"To bat : R. Croft , D. Cork , A. Mullally",D. Cork,PERSON,20,27
493,"To bat : R. Croft , D. Cork , A. Mullally",A. Mullally,PERSON,30,41
494,"Bowling ( to date ) : Wasim Akram 25-8-61-1 , Waqar Younis",Wasim Akram,PERSON,22,33
494,"Bowling ( to date ) : Wasim Akram 25-8-61-1 , Waqar Younis",Waqar Younis,PERSON,46,58
495,"20-6-70-2 , Mohammad Akram 12-1-41-1 , Mushtaq Ahmed 27-5-78-2 ,",Mohammad Akram,PERSON,12,26
495,"20-6-70-2 , Mohammad Akram 12-1-41-1 , Mushtaq Ahmed 27-5-78-2 ,",Mushtaq Ahmed,PERSON,39,52
496,Aamir Sohail 6-1-17-0,Aamir Sohail,PERSON,0,12
497,"Pakistan : Aamir Sohail , Saeed Anwar , Ijaz Ahmed ,",Aamir Sohail,PERSON,11,23
497,"Pakistan : Aamir Sohail , Saeed Anwar , Ijaz Ahmed ,",Saeed Anwar,PERSON,26,37
497,"Pakistan : Aamir Sohail , Saeed Anwar , Ijaz Ahmed ,",Ijaz Ahmed,PERSON,40,50
498,"Inzamam-ul-Haq , Salim Malik , Asif Mujtaba , Wasim Akram , Moin",Salim Malik,PERSON,17,28
498,"Inzamam-ul-Haq , Salim Malik , Asif Mujtaba , Wasim Akram , Moin",Asif Mujtaba,PERSON,31,43
498,"Inzamam-ul-Haq , Salim Malik , Asif Mujtaba , Wasim Akram , Moin",Wasim Akram,PERSON,46,57
499,"Khan , Mushtaq Ahmed , Waqar Younis , Mohammad Akam",Mushtaq Ahmed,PERSON,7,20
499,"Khan , Mushtaq Ahmed , Waqar Younis , Mohammad Akam",Waqar Younis,PERSON,23,35
499,"Khan , Mushtaq Ahmed , Waqar Younis , Mohammad Akam",Mohammad Akam,PERSON,38,51
503,"Everton 's Duncan Ferguson , who scored twice against Manchester United on Wednesday , was picked on Thursday for the Scottish squad after a 20-month exile .",Duncan Ferguson,PERSON,11,26
503,"Everton 's Duncan Ferguson , who scored twice against Manchester United on Wednesday , was picked on Thursday for the Scottish squad after a 20-month exile .",Manchester United,PERSON,54,71
504,"Glasgow Rangers striker Ally McCoist , another man in form after two hat-tricks in four days , was also named for the August 31 World Cup qualifier against Austria in Vienna .",Glasgow Rangers,PERSON,0,15
504,"Glasgow Rangers striker Ally McCoist , another man in form after two hat-tricks in four days , was also named for the August 31 World Cup qualifier against Austria in Vienna .",World Cup,PERSON,128,137
506,"Scotland manager Craig Brown said on Thursday : "" I 've watched Duncan Ferguson in action twice recently and he 's bang in form .",Craig Brown,PERSON,17,28
506,"Scotland manager Craig Brown said on Thursday : "" I 've watched Duncan Ferguson in action twice recently and he 's bang in form .",Duncan Ferguson,PERSON,64,79
512,England were 100 for two at lunch on the first day of the third and final test against Pakistan at The Oval on Thursday .,The Oval,PERSON,99,107
516,Ireland midfielder Roy Keane has signed a new four-year contract with English league and F.A. Cup champions Manchester United .,Roy Keane,PERSON,19,28
516,Ireland midfielder Roy Keane has signed a new four-year contract with English league and F.A. Cup champions Manchester United .,F.A. Cup,PERSON,89,97
516,Ireland midfielder Roy Keane has signed a new four-year contract with English league and F.A. Cup champions Manchester United .,Manchester United,PERSON,108,125
517,""" Roy agreed a new deal before last night 's game against Everton and we are delighted , "" said United manager Alex Ferguson on Thursday .",Alex Ferguson,PERSON,111,124
521,Results from the Canadian Open,Canadian Open,PERSON,17,30
525,Daniel Nestor ( Canada ) beat 1 - Thomas Muster ( Austria ) 6-3 7-5,Daniel Nestor,PERSON,0,13
525,Daniel Nestor ( Canada ) beat 1 - Thomas Muster ( Austria ) 6-3 7-5,Thomas Muster,PERSON,34,47
526,Mikael Tillstrom ( Sweden ) beat 2 - Goran Ivanisevic ( Croatia ),Mikael Tillstrom,PERSON,0,16
526,Mikael Tillstrom ( Sweden ) beat 2 - Goran Ivanisevic ( Croatia ),Goran Ivanisevic,PERSON,37,53
528,3 - Wayne Ferreira ( South Africa ) beat Jiri Novak ( Czech,Wayne Ferreira,PERSON,4,18
528,3 - Wayne Ferreira ( South Africa ) beat Jiri Novak ( Czech,South Africa,PERSON,21,33
528,3 - Wayne Ferreira ( South Africa ) beat Jiri Novak ( Czech,Jiri Novak,PERSON,41,51
530,4 - Marcelo Rios ( Chile ) beat Kenneth Carlsen ( Denmark ) 6-3 6-2,Marcelo Rios,PERSON,4,16
530,4 - Marcelo Rios ( Chile ) beat Kenneth Carlsen ( Denmark ) 6-3 6-2,Kenneth Carlsen,PERSON,32,47
531,6 - MaliVai Washington ( U.S. ) beat Alex Corretja ( Spain ) 6-4,Alex Corretja,PERSON,37,50
533,7 - Todd Martin ( U.S. ) beat Renzo Furlan ( Italy ) 7-6 ( 7-3 ) 6-3,Todd Martin,PERSON,4,15
533,7 - Todd Martin ( U.S. ) beat Renzo Furlan ( Italy ) 7-6 ( 7-3 ) 6-3,Renzo Furlan,PERSON,30,42
534,Mark Philippoussis ( Australia ) beat 8 - Marc Rosset,Mark Philippoussis,PERSON,0,18
534,Mark Philippoussis ( Australia ) beat 8 - Marc Rosset,Marc Rosset,PERSON,42,53
536,9 - Cedric Pioline ( France ) beat Gregory Carraz ( France ) 7-6,Cedric Pioline,PERSON,4,18
536,9 - Cedric Pioline ( France ) beat Gregory Carraz ( France ) 7-6,France,GPE,21,27
536,9 - Cedric Pioline ( France ) beat Gregory Carraz ( France ) 7-6,Gregory Carraz,PERSON,35,49
536,9 - Cedric Pioline ( France ) beat Gregory Carraz ( France ) 7-6,France,GPE,52,58
538,Patrick Rafter ( Australia ) beat 11 - Alberto Berasategui,Patrick Rafter,PERSON,0,14
538,Patrick Rafter ( Australia ) beat 11 - Alberto Berasategui,Alberto Berasategui,PERSON,39,58
540,Petr Korda ( Czech Republic ) beat 12 - Francisco Clavet ( Spain ),Petr Korda,PERSON,0,10
540,Petr Korda ( Czech Republic ) beat 12 - Francisco Clavet ( Spain ),Czech Republic,PERSON,13,27
540,Petr Korda ( Czech Republic ) beat 12 - Francisco Clavet ( Spain ),Francisco Clavet,PERSON,40,56
542,Daniel Vacek ( Czech Republic ) beat 13 - Jason Stoltenberg,Daniel Vacek,PERSON,0,12
542,Daniel Vacek ( Czech Republic ) beat 13 - Jason Stoltenberg,Czech Republic,PERSON,15,29
542,Daniel Vacek ( Czech Republic ) beat 13 - Jason Stoltenberg,Jason Stoltenberg,PERSON,42,59
